audioID,Class,Time_IN,Time_OUT,Gender
Audio_01_00009,1,90,120,M
Audio_01_00010,1,0,30,M
Audio_01_00010,1,120,150,M
Audio_01_00010,1,150,180,M
Audio_01_00010,1,180,210,M
Audio_01_00010,1,210,240,M
Audio_01_00010,1,240,270,M
Audio_01_00010,1,270,300,M
Audio_01_00010,1,300,330,M
Audio_01_00010,1,30,60,M
Audio_01_00010,1,330,360,M
Audio_01_00010,1,360,390,M
Audio_01_00010,1,390,397,M
Audio_01_00010,1,60,90,M
Audio_01_00010,1,90,120,M
Audio_01_00011,1,0,30,M
Audio_01_00011,1,120,150,M
Audio_01_00011,1,150,180,M
Audio_01_00011,1,180,210,M
Audio_01_00011,1,210,240,M
Audio_01_00011,1,240,270,M
Audio_01_00011,1,270,300,M
Audio_01_00011,1,300,330,M
Audio_01_00011,1,30,60,M
Audio_01_00011,1,330,360,M
Audio_01_00011,1,360,390,M
Audio_01_00011,1,390,420,M
Audio_01_00011,1,420,440,M
Audio_01_00011,1,60,90,M
Audio_01_00011,1,90,120,M
Audio_01_00012,1,0,30,M
Audio_01_00012,1,120,150,M
Audio_01_00012,1,150,180,M
Audio_01_00012,1,180,210,M
Audio_01_00012,1,210,240,M
Audio_01_00012,1,240,270,M
Audio_01_00012,1,270,300,M
Audio_01_00012,1,300,330,M
Audio_01_00012,1,30,60,M
Audio_01_00012,1,330,360,M
Audio_01_00012,1,360,390,M
Audio_01_00012,1,390,414,M
Audio_01_00012,1,60,90,M
Audio_01_00012,1,90,120,M
Audio_01_00013,1,0,30,F
Audio_01_00013,1,120,150,F
Audio_01_00013,1,150,180,F
Audio_01_00013,1,180,210,F
Audio_01_00013,1,210,240,F
Audio_01_00013,1,240,270,F
Audio_01_00013,1,270,300,F
Audio_01_00013,1,300,330,F
Audio_01_00013,1,30,60,F
Audio_01_00013,1,330,360,F
Audio_01_00013,1,360,390,F
Audio_01_00013,1,390,420,F
Audio_01_00013,1,420,450,F
Audio_01_00013,1,450,480,F
Audio_01_00013,1,480,510,F
Audio_01_00013,1,510,540,F
Audio_01_00013,1,540,570,F
Audio_01_00013,1,570,600,F
Audio_01_00013,1,600,600,F
Audio_01_00013,1,60,90,F
Audio_01_00013,1,90,120,F
Audio_01_00014,1,0,30,M
Audio_01_00014,1,120,150,M
Audio_01_00014,1,150,180,M
Audio_01_00014,1,180,210,M
Audio_01_00014,1,210,240,M
Audio_01_00014,1,240,270,M
Audio_01_00014,1,270,285,M
Audio_01_00014,1,30,60,M
Audio_01_00014,1,60,90,M
Audio_01_00014,1,90,120,M
Audio_01_00015,1,0,30,M
Audio_01_00015,1,120,150,M
Audio_01_00015,1,150,180,M
Audio_01_00015,1,180,210,M
Audio_01_00015,1,210,240,M
Audio_01_00015,1,240,245,M
Audio_01_00015,1,30,60,M
Audio_01_00015,1,60,90,M
Audio_01_00015,1,90,120,M
Audio_01_00016,1,0,30,M
Audio_01_00016,1,120,150,M
Audio_01_00016,1,150,180,M
Audio_01_00016,1,180,210,M
Audio_01_00016,1,210,240,M
Audio_01_00016,1,240,270,M
Audio_01_00016,1,270,300,M
Audio_01_00016,1,300,330,M
Audio_01_00016,1,30,60,M
Audio_01_00016,1,330,360,M
Audio_01_00016,1,360,390,M
Audio_01_00016,1,390,420,M
Audio_01_00016,1,420,450,M
Audio_01_00016,1,450,480,M
Audio_01_00016,1,480,510,M
Audio_01_00016,1,510,540,M
Audio_01_00016,1,540,570,M
Audio_01_00016,1,570,600,M
Audio_01_00016,1,600,630,M
Audio_01_00016,1,60,90,M
Audio_01_00016,1,630,660,M
Audio_01_00016,1,660,688,M
Audio_01_00016,1,90,120,M
Audio_01_00017,1,0,30,M
Audio_01_00017,1,120,150,M
Audio_01_00017,1,150,180,M
Audio_01_00017,1,180,210,M
Audio_01_00017,1,210,240,M
Audio_01_00017,1,240,270,M
Audio_01_00017,1,270,285,M
Audio_01_00017,1,30,60,M
Audio_01_00017,1,60,90,M
Audio_01_00017,1,90,120,M
Audio_01_00018,1,0,30,F
Audio_01_00018,1,120,150,F
Audio_01_00018,1,150,180,F
Audio_01_00018,1,180,210,F
Audio_01_00018,1,210,240,F
Audio_01_00018,1,240,270,F
Audio_01_00018,1,270,300,F
Audio_01_00018,1,300,330,F
Audio_01_00018,1,30,60,F
Audio_01_00018,1,330,360,F
Audio_01_00018,1,360,390,F
Audio_01_00018,1,390,420,F
Audio_01_00018,1,420,450,F
Audio_01_00018,1,450,480,F
Audio_01_00018,1,480,510,F
Audio_01_00018,1,510,540,F
Audio_01_00018,1,540,570,F
Audio_01_00018,1,570,600,F
Audio_01_00018,1,600,630,F
Audio_01_00018,1,60,90,F
Audio_01_00018,1,630,660,F
Audio_01_00018,1,660,685,F
Audio_01_00018,1,90,120,F
Audio_01_00019,1,0,30,M
Audio_01_00019,1,120,150,M
Audio_01_00019,1,150,180,M
Audio_01_00019,1,180,210,M
Audio_01_00019,1,210,240,M
Audio_01_00019,1,240,270,M
Audio_01_00019,1,270,300,M
Audio_01_00019,1,300,330,M
Audio_01_00019,1,30,60,M
Audio_01_00019,1,330,360,M
Audio_01_00019,1,360,390,M
Audio_01_00019,1,390,420,M
Audio_01_00019,1,420,450,M
Audio_01_00019,1,450,465,M
Audio_01_00019,1,60,90,M
Audio_01_00019,1,90,120,M
Audio_01_00020,1,0,30,M
Audio_01_00020,1,120,150,M
Audio_01_00020,1,150,180,M
Audio_01_00020,1,180,210,M
Audio_01_00020,1,210,240,M
Audio_01_00020,1,240,270,M
Audio_01_00020,1,270,300,M
Audio_01_00020,1,300,330,M
Audio_01_00020,1,30,60,M
Audio_01_00020,1,330,360,M
Audio_01_00020,1,360,364,M
Audio_01_00020,1,60,90,M
Audio_01_00020,1,90,120,M
Audio_01_00021,1,0,30,F
Audio_01_00021,1,120,150,F
Audio_01_00021,1,150,180,F
Audio_01_00021,1,180,210,F
Audio_01_00021,1,210,240,F
Audio_01_00021,1,240,270,F
Audio_01_00021,1,270,300,F
Audio_01_00021,1,300,330,F
Audio_01_00021,1,30,60,F
Audio_01_00021,1,330,360,F
Audio_01_00021,1,360,390,F
Audio_01_00021,1,390,420,F
Audio_01_00021,1,420,450,F
Audio_01_00021,1,450,480,F
Audio_01_00021,1,480,510,F
Audio_01_00021,1,510,540,F
Audio_01_00021,1,540,570,F
Audio_01_00021,1,570,582,F
Audio_01_00021,1,60,90,F
Audio_01_00021,1,90,120,F
Audio_01_00022,1,0,30,M
Audio_01_00022,1,120,150,M
Audio_01_00022,1,150,180,M
Audio_01_00022,1,180,210,M
Audio_01_00022,1,210,240,M
Audio_01_00022,1,240,270,M
Audio_01_00022,1,270,300,M
Audio_01_00022,1,300,330,M
Audio_01_00022,1,30,60,M
Audio_01_00022,1,330,360,M
Audio_01_00022,1,360,390,M
Audio_01_00022,1,390,420,M
Audio_01_00022,1,420,450,M
Audio_01_00022,1,450,480,M
Audio_01_00022,1,480,510,M
Audio_01_00022,1,510,540,M
Audio_01_00022,1,540,570,M
Audio_01_00022,1,570,600,M
Audio_01_00022,1,600,630,M
Audio_01_00022,1,60,90,M
Audio_01_00022,1,630,660,M
Audio_01_00022,1,660,690,M
Audio_01_00022,1,690,705,M
Audio_01_00022,1,90,120,M
Audio_01_00023,1,0,30,M
Audio_01_00023,1,120,150,M
Audio_01_00023,1,150,180,M
Audio_01_00023,1,180,210,M
Audio_01_00023,1,210,240,M
Audio_01_00023,1,240,270,M
Audio_01_00023,1,270,300,M
Audio_01_00023,1,300,330,M
Audio_01_00023,1,30,60,M
Audio_01_00023,1,330,360,M
Audio_01_00023,1,360,365,M
Audio_01_00023,1,60,90,M
Audio_01_00023,1,90,120,M
Audio_01_00024,1,0,30,M
Audio_01_00024,1,120,150,M
Audio_01_00024,1,150,180,M
Audio_01_00024,1,180,210,M
Audio_01_00024,1,210,240,M
Audio_01_00024,1,240,270,M
Audio_01_00024,1,270,270,M
Audio_01_00024,1,30,60,M
Audio_01_00024,1,60,90,M
Audio_01_00024,1,90,120,M
Audio_01_00025,1,0,30,M
Audio_01_00025,1,120,150,M
Audio_01_00025,1,150,180,M
Audio_01_00025,1,180,210,M
Audio_01_00025,1,210,240,M
Audio_01_00025,1,240,270,M
Audio_01_00025,1,270,300,M
Audio_01_00025,1,300,302,M
Audio_01_00025,1,30,60,M
Audio_01_00025,1,60,90,M
Audio_01_00025,1,90,120,M
Audio_01_00026,1,0,30,F
Audio_01_00026,1,1020,1050,F
Audio_01_00026,1,1050,1080,F
Audio_01_00026,1,1080,1110,F
Audio_01_00026,1,1110,1140,F
Audio_01_00026,1,1140,1170,F
Audio_01_00026,1,1170,1200,F
Audio_01_00026,1,1200,1230,F
Audio_01_00026,1,120,150,F
Audio_01_00026,1,1230,1260,F
Audio_01_00026,1,1260,1290,F
Audio_01_00026,1,1290,1320,F
Audio_01_00026,1,1320,1350,F
Audio_01_00026,1,1350,1380,F
Audio_01_00026,1,1380,1410,F
Audio_01_00026,1,1410,1440,F
Audio_01_00026,1,1440,1470,F
Audio_01_00026,1,1470,1500,F
Audio_01_00026,1,1500,1530,F
Audio_01_00026,1,150,180,F
Audio_01_00026,1,1530,1560,F
Audio_01_00026,1,1560,1590,F
Audio_01_00026,1,1590,1620,F
Audio_01_00026,1,1620,1650,F
Audio_01_00026,1,1650,1680,F
Audio_01_00026,1,1680,1710,F
Audio_01_00026,1,1710,1740,F
Audio_01_00026,1,1740,1770,F
Audio_01_00026,1,1770,1800,F
Audio_01_00026,1,1800,1830,F
Audio_01_00026,1,180,210,F
Audio_01_00026,1,1830,1860,F
Audio_01_00026,1,1860,1890,F
Audio_01_00026,1,1890,1920,F
Audio_01_00026,1,1920,1950,F
Audio_01_00026,1,1950,1980,F
Audio_01_00026,1,1980,2010,F
Audio_01_00026,1,2010,2040,F
Audio_01_00026,1,2040,2070,F
Audio_01_00026,1,2070,2100,F
Audio_01_00026,1,2100,2130,F
Audio_01_00026,1,210,240,F
Audio_01_00026,1,2130,2160,F
Audio_01_00026,1,2160,2190,F
Audio_01_00026,1,2190,2220,F
Audio_01_00026,1,2220,2250,F
Audio_01_00026,1,2250,2280,F
Audio_01_00026,1,2280,2310,F
Audio_01_00026,1,2310,2340,F
Audio_01_00026,1,2340,2370,F
Audio_01_00026,1,2370,2400,F
Audio_01_00026,1,2400,2430,F
Audio_01_00026,1,240,270,F
Audio_01_00026,1,2430,2460,F
Audio_01_00026,1,2460,2490,F
Audio_01_00026,1,2490,2520,F
Audio_01_00026,1,2520,2550,F
Audio_01_00026,1,2550,2580,F
Audio_01_00026,1,2580,2610,F
Audio_01_00026,1,2610,2640,F
Audio_01_00026,1,2640,2670,F
Audio_01_00026,1,2670,2700,F
Audio_01_00026,1,2700,2730,F
Audio_01_00026,1,270,300,F
Audio_01_00026,1,2730,2760,F
Audio_01_00026,1,2760,2790,F
Audio_01_00026,1,2790,2820,F
Audio_01_00026,1,2820,2850,F
Audio_01_00026,1,2850,2880,F
Audio_01_00026,1,2880,2910,F
Audio_01_00026,1,2910,2940,F
Audio_01_00026,1,2940,2970,F
Audio_01_00026,1,2970,3000,F
Audio_01_00026,1,3000,3030,F
Audio_01_00026,1,300,330,F
Audio_01_00026,1,3030,3060,F
Audio_01_00026,1,3060,3090,F
Audio_01_00026,1,3090,3120,F
Audio_01_00026,1,30,60,F
Audio_01_00026,1,3120,3150,F
Audio_01_00026,1,3150,3180,F
Audio_01_00026,1,3180,3210,F
Audio_01_00026,1,3210,3240,F
Audio_01_00026,1,3240,3270,F
Audio_01_00026,1,3270,3300,F
Audio_01_00026,1,3300,3330,F
Audio_01_00026,1,330,360,F
Audio_01_00026,1,3330,3360,F
Audio_01_00026,1,3360,3390,F
Audio_01_00026,1,3390,3420,F
Audio_01_00026,1,3420,3450,F
Audio_01_00026,1,3450,3480,F
Audio_01_00026,1,3480,3510,F
Audio_01_00026,1,3510,3540,F
Audio_01_00026,1,3540,3570,F
Audio_01_00026,1,3570,3600,F
Audio_01_00026,1,3600,3630,F
Audio_01_00026,1,360,390,F
Audio_01_00026,1,3630,3660,F
Audio_01_00026,1,3660,3690,F
Audio_01_00026,1,3690,3720,F
Audio_01_00026,1,3720,3750,F
Audio_01_00026,1,3750,3780,F
Audio_01_00026,1,3780,3810,F
Audio_01_00026,1,3810,3840,F
Audio_01_00026,1,3840,3870,F
Audio_01_00026,1,3870,3900,F
Audio_01_00026,1,3900,3930,F
Audio_01_00026,1,390,420,F
Audio_01_00026,1,3930,3960,F
Audio_01_00026,1,3960,3990,F
Audio_01_00026,1,3990,4020,F
Audio_01_00026,1,4020,4050,F
Audio_01_00026,1,4050,4080,F
Audio_01_00026,1,4080,4110,F
Audio_01_00026,1,4110,4140,F
Audio_01_00026,1,4140,4170,F
Audio_01_00026,1,4170,4200,F
Audio_01_00026,1,4200,4230,F
Audio_01_00026,1,420,450,F
Audio_01_00026,1,4230,4260,F
Audio_01_00026,1,4260,4290,F
Audio_01_00026,1,4290,4320,F
Audio_01_00026,1,4320,4350,F
Audio_01_00026,1,4350,4380,F
Audio_01_00026,1,4380,4410,F
Audio_01_00026,1,4410,4440,F
Audio_01_00026,1,4440,4470,F
Audio_01_00026,1,4470,4500,F
Audio_01_00026,1,4500,4530,F
Audio_01_00026,1,450,480,F
Audio_01_00026,1,4530,4560,F
Audio_01_00026,1,4560,4590,F
Audio_01_00026,1,4590,4620,F
Audio_01_00026,1,4620,4650,F
Audio_01_00026,1,4650,4680,F
Audio_01_00026,1,4680,4710,F
Audio_01_00026,1,4710,4740,F
Audio_01_00026,1,4740,4770,F
Audio_01_00026,1,4770,4800,F
Audio_01_00026,1,4800,4830,F
Audio_01_00026,1,480,510,F
Audio_01_00026,1,4830,4860,F
Audio_01_00026,1,4860,4890,F
Audio_01_00026,1,4890,4920,F
Audio_01_00026,1,4920,4950,F
Audio_01_00026,1,4950,4980,F
Audio_01_00026,1,4980,5010,F
Audio_01_00026,1,5010,5040,F
Audio_01_00026,1,5040,5070,F
Audio_01_00026,1,5070,5100,F
Audio_01_00026,1,5100,5130,F
Audio_01_00026,1,510,540,F
Audio_01_00026,1,5130,5160,F
Audio_01_00026,1,5160,5190,F
Audio_01_00026,1,5190,5220,F
Audio_01_00026,1,5220,5250,F
Audio_01_00026,1,5250,5280,F
Audio_01_00026,1,5280,5310,F
Audio_01_00026,1,5310,5340,F
Audio_01_00026,1,5340,5370,F
Audio_01_00026,1,5370,5400,F
Audio_01_00026,1,5400,5430,F
Audio_01_00026,1,540,570,F
Audio_01_00026,1,5430,5460,F
Audio_01_00026,1,5460,5490,F
Audio_01_00026,1,5490,5520,F
Audio_01_00026,1,5520,5550,F
Audio_01_00026,1,5550,5580,F
Audio_01_00026,1,5580,5610,F
Audio_01_00026,1,5610,5640,F
Audio_01_00026,1,5640,5670,F
Audio_01_00026,1,5670,5700,F
Audio_01_00026,1,5700,5730,F
Audio_01_00026,1,570,600,F
Audio_01_00026,1,5730,5760,F
Audio_01_00026,1,5760,5790,F
Audio_01_00026,1,5790,5820,F
Audio_01_00026,1,5820,5850,F
Audio_01_00026,1,5850,5880,F
Audio_01_00026,1,5880,5910,F
Audio_01_00026,1,5910,5937,F
Audio_01_00026,1,600,630,F
Audio_01_00026,1,60,90,F
Audio_01_00026,1,630,660,F
Audio_01_00026,1,660,690,F
Audio_01_00026,1,690,720,F
Audio_01_00026,1,720,750,F
Audio_01_00026,1,750,780,F
Audio_01_00026,1,780,810,F
Audio_01_00026,1,810,840,F
Audio_01_00026,1,840,870,F
Audio_01_00026,1,870,900,F
Audio_01_00026,1,900,930,F
Audio_01_00026,1,90,120,F
Audio_01_00026,1,930,960,F
Audio_01_00026,1,960,990,F
Audio_01_00026,1,990,1020,F
Audio_01_00027,1,0,30,M
Audio_01_00027,1,1020,1050,M
Audio_01_00027,1,1050,1080,M
Audio_01_00027,1,1080,1110,M
Audio_01_00027,1,1110,1140,M
Audio_01_00027,1,1140,1170,M
Audio_01_00027,1,1170,1200,M
Audio_01_00027,1,1200,1230,M
Audio_01_00027,1,120,150,M
Audio_01_00027,1,1230,1260,M
Audio_01_00027,1,1260,1290,M
Audio_01_00027,1,1290,1320,M
Audio_01_00027,1,1320,1350,M
Audio_01_00027,1,1350,1380,M
Audio_01_00027,1,1380,1410,M
Audio_01_00027,1,1410,1440,M
Audio_01_00027,1,1440,1470,M
Audio_01_00027,1,1470,1500,M
Audio_01_00027,1,1500,1530,M
Audio_01_00027,1,150,180,M
Audio_01_00027,1,1530,1560,M
Audio_01_00027,1,1560,1590,M
Audio_01_00027,1,1590,1620,M
Audio_01_00027,1,1620,1650,M
Audio_01_00027,1,1650,1680,M
Audio_01_00027,1,1680,1710,M
Audio_01_00027,1,1710,1740,M
Audio_01_00027,1,1740,1750,M
Audio_01_00027,1,180,210,M
Audio_01_00027,1,210,240,M
Audio_01_00027,1,240,270,M
Audio_01_00027,1,270,300,M
Audio_01_00027,1,300,330,M
Audio_01_00027,1,30,60,M
Audio_01_00027,1,330,360,M
Audio_01_00027,1,360,390,M
Audio_01_00027,1,390,420,M
Audio_01_00027,1,420,450,M
Audio_01_00027,1,450,480,M
Audio_01_00027,1,480,510,M
Audio_01_00027,1,510,540,M
Audio_01_00027,1,540,570,M
Audio_01_00027,1,570,600,M
Audio_01_00027,1,600,630,M
Audio_01_00027,1,60,90,M
Audio_01_00027,1,630,660,M
Audio_01_00027,1,660,690,M
Audio_01_00027,1,690,720,M
Audio_01_00027,1,720,750,M
Audio_01_00027,1,750,780,M
Audio_01_00027,1,780,810,M
Audio_01_00027,1,810,840,M
Audio_01_00027,1,840,870,M
Audio_01_00027,1,870,900,M
Audio_01_00027,1,900,930,M
Audio_01_00027,1,90,120,M
Audio_01_00027,1,930,960,M
Audio_01_00027,1,960,990,M
Audio_01_00027,1,990,1020,M
Audio_01_00028,1,0,30,M
Audio_01_00028,1,120,150,M
Audio_01_00028,1,150,180,M
Audio_01_00028,1,180,210,M
Audio_01_00028,1,210,240,M
Audio_01_00028,1,240,270,M
Audio_01_00028,1,270,300,M
Audio_01_00028,1,300,330,M
Audio_01_00028,1,30,60,M
Audio_01_00028,1,330,360,M
Audio_01_00028,1,360,390,M
Audio_01_00028,1,390,420,M
Audio_01_00028,1,420,450,M
Audio_01_00028,1,450,480,M
Audio_01_00028,1,480,510,M
Audio_01_00028,1,510,540,M
Audio_01_00028,1,540,570,M
Audio_01_00028,1,570,600,M
Audio_01_00028,1,600,612,M
Audio_01_00028,1,60,90,M
Audio_01_00028,1,90,120,M
Audio_01_00029,1,0,30,M
Audio_01_00029,1,120,150,M
Audio_01_00029,1,150,180,M
Audio_01_00029,1,180,210,M
Audio_01_00029,1,210,240,M
Audio_01_00029,1,240,270,M
Audio_01_00029,1,270,300,M
Audio_01_00029,1,300,330,M
Audio_01_00029,1,30,60,M
Audio_01_00029,1,330,360,M
Audio_01_00029,1,360,390,M
Audio_01_00029,1,390,420,M
Audio_01_00029,1,420,450,M
Audio_01_00029,1,450,480,M
Audio_01_00029,1,480,485,M
Audio_01_00029,1,60,90,M
Audio_01_00029,1,90,120,M
Audio_01_00030,1,0,30,M
Audio_01_00030,1,120,150,M
Audio_01_00030,1,150,180,M
Audio_01_00030,1,180,210,M
Audio_01_00030,1,210,240,M
Audio_01_00030,1,240,270,M
Audio_01_00030,1,270,300,M
Audio_01_00030,1,300,330,M
Audio_01_00030,1,30,60,M
Audio_01_00030,1,330,360,M
Audio_01_00030,1,360,390,M
Audio_01_00030,1,390,420,M
Audio_01_00030,1,420,450,M
Audio_01_00030,1,450,480,M
Audio_01_00030,1,480,510,M
Audio_01_00030,1,510,535,M
Audio_01_00030,1,60,90,M
Audio_01_00030,1,90,120,M
Audio_01_00031,1,0,30,M
Audio_01_00031,1,120,150,M
Audio_01_00031,1,150,180,M
Audio_01_00031,1,180,210,M
Audio_01_00031,1,210,240,M
Audio_01_00031,1,240,270,M
Audio_01_00031,1,270,300,M
Audio_01_00031,1,300,330,M
Audio_01_00031,1,30,60,M
Audio_01_00031,1,330,360,M
Audio_01_00031,1,360,390,M
Audio_01_00031,1,390,420,M
Audio_01_00031,1,420,450,M
Audio_01_00031,1,450,480,M
Audio_01_00031,1,480,510,M
Audio_01_00031,1,510,540,M
Audio_01_00031,1,540,570,M
Audio_01_00031,1,570,600,M
Audio_01_00031,1,600,630,M
Audio_01_00031,1,60,90,M
Audio_01_00031,1,630,660,M
Audio_01_00031,1,660,690,M
Audio_01_00031,1,690,693,M
Audio_01_00031,1,90,120,M
Audio_01_00032,1,0,30,M
Audio_01_00032,1,10020,10050,M
Audio_01_00032,1,10050,10080,M
Audio_01_00032,1,10080,10110,M
Audio_01_00032,1,10110,10140,M
Audio_01_00032,1,10140,10170,M
Audio_01_00032,1,10170,10200,M
Audio_01_00032,1,10200,10230,M
Audio_01_00032,1,1020,1050,M
Audio_01_00032,1,10230,10260,M
Audio_01_00032,1,10260,10290,M
Audio_01_00032,1,10290,10320,M
Audio_01_00032,1,10320,10350,M
Audio_01_00032,1,10350,10380,M
Audio_01_00032,1,10380,10410,M
Audio_01_00032,1,10410,10440,M
Audio_01_00032,1,10440,10470,M
Audio_01_00032,1,10470,10500,M
Audio_01_00032,1,10500,10530,M
Audio_01_00032,1,1050,1080,M
Audio_01_00032,1,10530,10560,M
Audio_01_00032,1,10560,10590,M
Audio_01_00032,1,10590,10620,M
Audio_01_00032,1,10620,10650,M
Audio_01_00032,1,10650,10680,M
Audio_01_00032,1,10680,10710,M
Audio_01_00032,1,10710,10740,M
Audio_01_00032,1,10740,10770,M
Audio_01_00032,1,10770,10800,M
Audio_01_00032,1,10800,10830,M
Audio_01_00032,1,1080,1110,M
Audio_01_00032,1,10830,10860,M
Audio_01_00032,1,10860,10890,M
Audio_01_00032,1,10890,10920,M
Audio_01_00032,1,10920,10950,M
Audio_01_00032,1,10950,10980,M
Audio_01_00032,1,10980,11010,M
Audio_01_00032,1,11010,11040,M
Audio_01_00032,1,11040,11070,M
Audio_01_00032,1,11070,11100,M
Audio_01_00032,1,11100,11130,M
Audio_01_00032,1,1110,1140,M
Audio_01_00032,1,11130,11160,M
Audio_01_00032,1,11160,11190,M
