Name,audioID,Folder,Class,Duration
"FM Nirmala Sitharaman introduces The Appropriation (No.3) Bill, 2024 in Lok Sabha.mp3",Audio_01_00049.mp3,1,1,425.02
"LS ｜ Pratima Mondal_s Remarks ｜ The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00050.mp3,1,1,415.01
Mian Altaf Ahmad_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00051.mp3,1,1,405.0
"LS ｜ Adv. Gowaal Kagada Padavi’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00052.mp3,1,1,438.57
"LS ｜ Arun Govil’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00053.mp3,1,1,349.99
"LS ｜ Putta Mahesh Kumar’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00054.mp3,1,1,295.01
"LS ｜ Kesineni Sivanath’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00055.mp3,1,1,294.99
LS Speaker_s Remarks ｜ Constitution Debate in Lok Sabha ｜ Winter session of Parliament.mp3,Audio_01_00056.mp3,1,1,490.01
LS ｜ Jugal Kishore_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00057.mp3,1,1,565.01
N. K. Premachandran_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00058.mp3,1,1,721.8
"LS ｜ Asaduddin Owaisi’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00059.mp3,1,1,345.03
LS ｜ Lalji Verma’s Remarks｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00060.mp3,1,1,695.02
"LS ｜ Shrirang Appa Barne’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00061.mp3,1,1,365.02
LS ｜ Sudhakar Singh_s Remarks｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00062.mp3,1,1,385.01
"LS ｜ K. RadhaKrishnan_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00063.mp3,1,1,535.01
"LS ｜ Gurmeet Singh Meet Hayer’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00064.mp3,1,1,285.14
Priya Saroj_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00065.mp3,1,1,310.01
LS ｜ Adv Chandrashekhar_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00066.mp3,1,1,455.02
President Droupadi Murmu_s Address to the Nation on the eve of the 74th Republic Day (English).mp3,Audio_01_00067.mp3,1,1,1346.5
"LS ｜ Navaskani K.’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00068.mp3,1,1,522.36
Dr. Thol Thirumaavalavan’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution.mp3,Audio_01_00069.mp3,1,1,420.03
"PM Modi Live ｜ PM Modi Rally In Rohini, Delhi ｜ PM Modi Speech ｜ PM Modi News ｜ Delhi Assembly Polls.mp3",Audio_01_00070.mp3,1,1,12715.01
"Kalyan Banerjee_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024 ｜ 11 December 2024.mp3",Audio_01_00071.mp3,1,1,1551.2
Kalyan Banerjee_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00072.mp3,1,1,1217.48
"Naresh Ganpat Mhaske_s Remarks ｜ The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00073.mp3,1,1,440.02
"LS ｜ Dr. Indra Hand Subba’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00074.mp3,1,1,350.02
Pratibha Patil addresses joint session of Parliament.mp3,Audio_01_00075.mp3,1,1,690.26
Prof. Varsha Eknath Gaikwad_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00076.mp3,1,1,460.01
LS ｜ Eswarasamy K_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00077.mp3,1,1,330.0
"LS ｜ Winter Session 2024 ｜ 04_40 PM To 04_43 PM ｜ 11 December, 2024.mp3",Audio_01_00078.mp3,1,1,245.02
LS ｜ K. Subbarayan_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00079.mp3,1,1,310.01
Anupriya Patel_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00080.mp3,1,1,880.01
"MoS Nityanand Rai_s Reply ｜ The Disaster Management (Amendment) Bill, 2024..mp3",Audio_01_00081.mp3,1,1,2910.04
"LS ｜ Rajesh Ranjan’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00082.mp3,1,1,435.07
Hibi Eden’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00083.mp3,1,1,625.01
Dr. Amol Ramsing’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00084.mp3,1,1,855.01
"LS ｜ Winter Session ｜ Time ： 17_16 PM -17_25 PM ｜ 13 December, 2024.mp3",Audio_01_00085.mp3,1,1,595.01
Just chatting with my sister 👀❤️Day 12.mp3,Audio_01_00086.mp3,1,1,3164.53
"LS ｜ Mian Altaf Ahmad’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00087.mp3,1,1,334.99
LS ｜ Raja Ram Singh_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00088.mp3,1,1,296.6
LS ｜ P.P. Chaudhary_s Remarks｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00089.mp3,1,1,1090.87
Praniti Shinde_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00090.mp3,1,1,400.32
"LS ｜ Chandan Chauhan’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00091.mp3,1,1,330.0
LS ｜ Shashank Mani_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00092.mp3,1,1,365.02
LS｜ Magunta Sreenivasulu Reddy_s Remarks｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00093.mp3,1,1,465.03
Baat Cheet w Kaash 🧡.mp3,Audio_01_00094.mp3,1,1,11872.2
Raj Kumar Roat’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00095.mp3,1,1,425.02
"LS ｜ Tapir Gao_s Remarks ｜ The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00096.mp3,1,1,640.01
Exclusive： Sonia Gandhi Full Interview With Rajdeep Sardesai.mp3,Audio_01_00097.mp3,1,1,2243.78
"LS ｜ Adv. Chandrashekhar’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00098.mp3,1,1,335.02
Rajiv Ranjan Singh_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00099.mp3,1,1,1050.01
"LS ｜ Shyamkumar Daulat Barve’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00100.mp3,1,1,310.01
Imran Masood_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00101.mp3,1,1,435.0
K. Subbarayan’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00102.mp3,1,1,475.01
Kiren Rijiju’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00103.mp3,1,1,4370.02
Dr. Byreddy Shabari_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00104.mp3,1,1,570.03
LS ｜ Jagdambika Pal_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00105.mp3,1,1,895.01
"LS ｜ Chhotelal_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00106.mp3,1,1,434.75
"LS ｜ Question Hour ｜ Winter Session 2024 ｜ 11_00 AM - 12_00 PM ｜ 12 December, 2024.mp3",Audio_01_00107.mp3,1,1,3601.56
"LS ｜ Papers laid on the table ｜ Standing Committee Report ｜ Statements by Ministers ｜ 18 Dec, 2024.mp3",Audio_01_00108.mp3,1,1,570.03
Kumari Selja_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00109.mp3,1,1,500.0
Ravi Shankar Prasad_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00110.mp3,1,1,1550.0
T. R. Baalu_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00111.mp3,1,1,790.01
Mohammad Jawed_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00112.mp3,1,1,370.03
"Dr. Kirsan Namdeo_s Remarks ｜ The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00113.mp3,1,1,365.02
"LS ｜ Rajesh Verma_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00114.mp3,1,1,440.02
LS ｜ Naresh Ganpat Mhaske_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00115.mp3,1,1,585.03
"LS ｜ Anil Yeshwant Desai_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00116.mp3,1,1,495.0
"LS ｜ Zero Hour ｜ Winter Session 2024 ｜ 1_00 PM To 02_03 PM ｜ 16 December, 2024.mp3",Audio_01_00117.mp3,1,1,3779.95
LS ｜ Hanuman Beniwal_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00118.mp3,1,1,180.02
R Ranjan alias Pappu Yadav_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00119.mp3,1,1,440.02
LIVE： BSP Chief Mayawati Press Conference ｜ Lucknow ｜ BJP ｜ SP ｜ Reservation ｜ Mayawati Birthday.mp3,Audio_01_00120.mp3,1,1,3900.0
Dr. Amar Singh_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00121.mp3,1,1,395.02
Abhijit Gangopadhyay_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00122.mp3,1,1,315.03
"MoS (IC), Law & Justice Arjun Ram Meghwal introduces 02 bills in Lok Sabha.mp3",Audio_01_00123.mp3,1,1,3785.68
"LS ｜ Virendra Singh’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00124.mp3,1,1,425.02
INDIA Bloc_s Mega Rally LIVE｜ Rally In Delhi ｜CM Arvind Kejriwal_s Arrest ｜ Lok Sabha Polls Coverage.mp3,Audio_01_00125.mp3,1,1,21458.37
"LS ｜ Question Hour ｜ Winter Session 2024 ｜ 11_00 AM - 12_00 PM ｜ 13 December, 2024.mp3",Audio_01_00126.mp3,1,1,3495.02
"LS ｜Dr. Alok Kumar Suman_s Remarks ｜The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00127.mp3,1,1,315.0
"LS ｜ Vishaldada Prakashbapu Patil’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00128.mp3,1,1,225.02
M.Mallesh Babu’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00129.mp3,1,1,349.99
"LS ｜ Papers laid on the table ｜ Standing Committee Report ｜  16 Dec, 2024.mp3",Audio_01_00130.mp3,1,1,215.02
"Captain Viriato Fernandes_ Remarks ｜The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00131.mp3,1,1,585.0
LS ｜ Kiren Rijiju’s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00132.mp3,1,1,65.02
"LS ｜ M. Mallesh Babu’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00133.mp3,1,1,200.02
LS ｜ Ravindra Dattaram Waikar_s Remarks｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00134.mp3,1,1,345.0
"LS ｜ Santosh Pandey_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00135.mp3,1,1,349.99
Bhartruhari Mahtab_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00136.mp3,1,1,1720.02
Mahua Moitra’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00137.mp3,1,1,1002.92
"Zia Ur Rehman’s Remarks｜ Discussion on the Journey of 75 Years of the Constitution ｜ 14 Dec, 2024.mp3",Audio_01_00138.mp3,1,1,380.02
The Second Presidential Debate： Hillary Clinton and Donald Trump (Full Debate) ｜ CNBC.mp3,Audio_01_00139.mp3,1,1,5534.22
Arvind Kejriwal की Haryana के Rewari में जनसभा कार्यक्रम ｜ AAP Haryana ｜ Haryana Elections 2024.mp3,Audio_01_00140.mp3,1,1,2360.35
LS ｜ Raj Nath Singh_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00141.mp3,1,1,4005.0
"Tejasvi Surya’s Remarks｜ Discussion on the Journey of 75 Years of the Constitution ｜ 14 Dec, 2024.mp3",Audio_01_00142.mp3,1,1,1120.01
"LS ｜ Obituary References made by Lok Sabha Speaker ｜ 14 December, 2024.mp3",Audio_01_00143.mp3,1,1,335.8
"Dhaval Laxmanbhai Patel_s Remarks ｜The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00144.mp3,1,1,740.02
Malvinder Singh Kang’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00145.mp3,1,1,455.0
"LS ｜ N. K. Premachandran’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00146.mp3,1,1,550.01
"LS ｜ Umeshbhai Babubhai Patel’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00147.mp3,1,1,240.02
Priyanka Gandhi Vadra_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00148.mp3,1,1,1916.44
"LS ｜ Anand Bhadauriya’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00149.mp3,1,1,310.01
Kamala Harris_s full speech to the Democratic National Convention.mp3,Audio_01_00150.mp3,1,1,2258.2
Anurag Singh Thakur_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00151.mp3,1,1,310.01
Kodikunnil Suresh_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00152.mp3,1,1,400.01
LS ｜ Nishikant Dubey_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00153.mp3,1,1,565.01
Raja Ram Singh_s  Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00154.mp3,1,1,420.03
Adv. Chandrashekhar_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00155.mp3,1,1,410.04
S. Jothimani_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00156.mp3,1,1,236.36
"Live ： Corner Meeting, Smt Priyanka Gandhi Ji,Pothukallu, Nilambur LAC, Wayanad.mp3",Audio_01_00157.mp3,1,1,1590.01
Gurumoorthy Maddila_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00158.mp3,1,1,425.02
"Lok Sabha Speaker Om Birla welcomes the Armenian Parliamentary delegation ｜ 17 December, 2024.mp3",Audio_01_00160.mp3,1,1,135.02
Sanjay Singh Speech： Rajya Sabha में संजय सिंह का दिखा रौद्र रुप ｜ JP Nadda ｜ AAP ｜ Delhi Voter List.mp3,Audio_01_00161.mp3,1,1,777.29
Arvind Ganpat Sawant’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00162.mp3,1,1,1060.01
Lok Sabha pays tribute to martyrs who sacrificed lives during Parliament attack.mp3,Audio_01_00163.mp3,1,1,145.01
Aparajita Sarangi_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00164.mp3,1,1,395.02
"LS ｜ Winter Session 2024 ｜ 1_00 PM To 01_02 PM ｜ 12 December, 2024.mp3",Audio_01_00165.mp3,1,1,70.01
Sribharat Mathukumili_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00166.mp3,1,1,315.03
LS ｜ Chamala Kiran K. Reddy_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00167.mp3,1,1,400.01
LS ｜ Dr. M K Vishnuprasad_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00168.mp3,1,1,470.36
LS ｜ Durai Vaiko_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00169.mp3,1,1,250.01
Rahul Gandhi’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00170.mp3,1,1,1600.02
Dr. D. Purandeswari’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00171.mp3,1,1,1219.3
"FULL SPEECH： Kamala Harris at the Ellipse in Washington, DC.mp3",Audio_01_00172.mp3,1,1,1782.63
President Droupadi Murmu addresses the Officer Trainees of Indian Police Service (74th RR Batch).mp3,Audio_01_00173.mp3,1,1,1556.69
"Lok Sabha Speaker Om Birla Congratulates D. Gukesh on Winning World Chess Championship ｜13 Dec, 2024.mp3",Audio_01_00174.mp3,1,1,90.0
"LS ｜ Papers laid on the table ｜ Committee Report ｜ Statements by Ministers  ｜ 13 Dec, 2024.mp3",Audio_01_00175.mp3,1,1,295.01
"Sukhdeo Bhagat’s Remarks｜ Discussion on the Journey of 75 Years of the Constitution ｜ 14 Dec, 2024.mp3",Audio_01_00176.mp3,1,1,442.8
"Message from Rajya Sabha ｜ Secretary General ｜ 14 December, 2024.mp3",Audio_01_00177.mp3,1,1,21.48
LS ｜ Anil Yeshwant Desai_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00178.mp3,1,1,445.01
Asaduddin Owaisi_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00179.mp3,1,1,545.04
"LS ｜ Saptagiri Sankar Ulaka_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00180.mp3,1,1,515.0
"LS ｜ Question Hour ｜ Winter Session 2024 ｜ 11_00 AM - 12_00 PM ｜ 16 December, 2024.mp3",Audio_01_00181.mp3,1,1,3679.99
Watch： Full Speech Of Sushma Swaraj At UN.mp3,Audio_01_00182.mp3,1,1,1295.72
E.T. Mohammed Basheer’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00183.mp3,1,1,533.97
Lavu Sri k Devarayalu_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00184.mp3,1,1,725.02
P. P. Chaudhary_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00185.mp3,1,1,150.02
"LS ｜ Ram Shiromani Verma_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00186.mp3,1,1,545.02
Hanuman Beniwal’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00187.mp3,1,1,400.01
Sukhjinder S Randhawa’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00188.mp3,1,1,740.02
"LS ｜ Arun Nehru_s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00189.mp3,1,1,139.99
A. Raja_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00190.mp3,1,1,1757.08
Shambhavi’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00191.mp3,1,1,695.0
"Raju Bista_s Remarks ｜ The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00192.mp3,1,1,340.03
"Dr. Gumma Thanuja Rani_s Remarks ｜ The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00193.mp3,1,1,325.01
"LS ｜ Adv. Dean Kuriakose’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00194.mp3,1,1,235.03
